item,cuisine,cholesterol,ash,carotene,vit_a,vit_e,thiamin,riboflavin,niacin,vit_c,calcium,potassium,magnesium,iron,zinc,selenium,copper,manganese,iodine,mono,poly,health_star,calories
Beer Pigeon,Jiangsu cuisine,0.0,0.05333333333333334,0.0,58.163333333333334,0.7926666666666667,0.07980333333333334,0.37818,2.942066666666667,3.6333333333333333,817.3226666666666,555.0143333333333,28.843999999999998,2.410133333333333,2.2692566666666667,11.229466666666667,0.08616,0.044169999999999994,15.433333333333332,0.0,7.006666666666667,2,386.56967366666663
Red-Braised Water Turtle,Jiangsu cuisine,55.833333333333336,0.8650000000000001,0.0,18.900000000000002,7.327333333333333,0.4102666666666666,0.1775,2.8998333333333335,2.85,18.625,195.32666666666668,27.62833333333333,1.2155,3.2419499999999997,6.753333333333334,0.0238,0.20298333333333332,0.32,9.436666666666666,6.278333333333333,1,274.5408933333333
Shrimp Roe Radish Cake,Hunan cuisine,90.775,1.55,0.0,24.8025,2.8186,0.49815,0.19375,4.74115,40.75,206.3675,363.42875,86.6575,4.550125,2.298075,13.34425,0.9668,0.896525,1.4525,1.5245000000000002,2.1455,2,635.1598275
Stir-Fried Chicken,Fujian cuisine,115.3,0.562744380848242,0.0,33.16648187508227,1.2041666666666666,0.19984402380301514,0.1867612428454272,10.84734,3.157384755135722,26.125982374834212,279.9257890433233,35.867666666666665,1.3455008085735407,2.3749666666666664,0.8666666666666667,0.0052,0.028310000000000002,9.828333333333333,3.1999999999999997,0.9656666666666666,2,225.10795632986787
Stir-Fried Chicken Dices in Soy Sauce,Shandong cuisine,11.596666666666666,0.0029999999999999996,0.0,6.3566666666666665,2.0795,0.019200000000000005,0.0613,2.4586333333333332,0.065,5.6066666666666665,37.62133333333333,6.101333333333333,0.2517333333333333,0.1437,0.022000000000000002,0.01839,0.03975,0.507,1.2013333333333334,1.0543333333333333,4,112.71678166666668
Braised Preserved Eggs in Smooth Sauce,Jiangsu cuisine,362.6666666666667,1.6586666666666667,0.0,150.77,2.7526666666666664,0.0061333333333333335,0.16369999999999998,0.17863333333333334,2.796666666666667,58.718333333333334,137.97166666666666,6.028333333333333,2.031166666666667,0.7522666666666668,0.1045,0.06621666666666666,0.032150000000000005,0.61,5.592333333333333,2.1338333333333335,3,190.10139666666666
Hua Tuo Tonifying Soup,Anhui cuisine,138.5,1.895,0.0,35.715,2.0740000000000003,0.243985,0.304715,16.297449999999998,1.5935,32.093,372.92575,54.175,3.707775,3.188545,22.4289,0.067565,0.039085,0.79,2.425,0.8175,3,302.8107295
Braised Duck with Pickled Cucumber,Anhui cuisine,0.0,0.857,0.0,25.71,0.013730000000000001,0.19247,0.42328,9.50164,3.4490000000000003,55.837,253.602,23.386000000000003,5.101100000000001,0.49896,1.1617000000000002,0.04551,0.30815000000000003,0.258,0.08,0.22799999999999998,2,384.066069
Fried Lotus Flower Pastry,Hunan cuisine,171.6,0.001,0.0,68.64,0.9266147424923901,0.057326666666666665,0.08638666666666667,0.281,0.0,25.399567903576138,66.3617537724209,8.29708710575423,0.8560480797821907,0.49012336765680636,4.1946666666666665,0.1687343552877115,0.11185753772420896,0.049999999999999996,0.56074554743188,0.5814565894745634,2,270.4914979268219
Braised Vegetarian Eggplant Blocks,Fujian cuisine,14.200000000000001,1.2166666666666666,40.53333333333333,158.48133333333334,1.72,0.14262333333333332,0.07335333333333334,1.4500866666666665,56.82633333333334,50.190666666666665,76.347,29.237333333333336,1.1181333333333334,0.53559,8.106133333333334,0.002026666666666666,0.00237,3.6533333333333338,1.3933333333333333,0.27653333333333335,4,119.56843366666668
Braised Pork with Snow Pear,Hunan cuisine,111.66666666666667,1.5446666666666669,0.0,83.30033333333334,3.13067,0.84015,0.31770000000000004,5.081266666666667,27.256333333333334,26.772999999999996,354.1286666666667,38.99166666666667,2.082666666666667,6.304223333333333,11.551333333333334,0.12433,0.18654333333333337,0.326,17.671333333333333,6.374333333333333,1,606.5207363333333
Mushroom Sprout Squid Rolls,Hunan cuisine,240.225,2.8023333333333333,7833.333333333333,60.578328844304764,6.199083333333333,0.46715191992912936,0.772353306399162,4.6102440432138065,127.85833333333333,51.3572828485106,275.2805208052279,59.205655736009795,2.6926753199397986,2.962609127463067,52.06901275913477,0.18527113017999874,0.9855031464670624,7.257000000000001,0.2125,0.8178333333333333,3,171.76166761660707
Fermented Tofu Marinated Pork Intestines,Anhui cuisine,0.0,1.2133333333333334,0.0,5.633333333333333,4.308216666666667,0.40513333333333335,0.4458333333333333,6.152833333333334,9.450000000000001,129.38666666666668,274.89833333333337,62.35833333333333,7.281166666666667,2.346716666666667,4.9303333333333335,0.2171833333333333,0.9185,0.6749999999999999,2.285,2.781333333333334,3,375.4602366666666
Stir-Fried Lamb Liver with Spinach,Shandong cuisine,116.33333333333333,1.0845,0.0,7177.8,15.521833333333333,0.13956666666666667,0.81555,8.367366666666667,31.616666666666664,71.31,129.95466666666667,61.35433333333333,4.29685,1.81055,6.391666666666667,1.5135933333333333,0.108,0.8666666666666667,6.821666666666666,6.203333333333333,4,220.82444833333332
Perch with Ginger Shreds,Fujian cuisine,0.0,0.19899999999999998,0.0,11.4,0.013000000000000003,0.10953333333333333,0.12623333333333334,2.1008333333333336,3.016666666666667,4.616666666666666,256.825,22.546666666666667,1.8968333333333334,0.13156666666666667,0.006666666666666667,0.18746666666666667,0.030833333333333334,0.22,0.0,0.02666666666666667,4,118.73360666666667
Pumpkin in Two Styles,Anhui cuisine,0.049999999999999996,1.6333333333333335,0.0,227.0,4.394233333333333,0.12639999999999998,0.2393666666666667,1.8082666666666665,72.42,78.02333333333333,103.145,33.18666666666667,1.9615,0.5244,0.4053333333333333,0.018699999999999998,0.014899999999999998,9.485,1.2489999999999999,1.2996666666666667,4,106.39005333333334
Firewood Bundle Fern,Anhui cuisine,24.28333333333333,0.7999999999999999,216.0,4.005,2.804016666666667,0.2876,1.2696666666666667,3.9356666666666666,11.0,20.683333333333334,164.55166666666665,36.89833333333333,1.1133333333333333,1.2425333333333333,3.67,0.17705,0.17391666666666672,2.0866666666666664,0.4666666666666666,0.16833333333333333,4,133.25604333333334
Fish Biting Lamb,Anhui cuisine,200.00666666666666,0.09399999999999999,0.0,53.18866666666667,1.4844846666666667,0.062798,0.1845986666666667,9.679426666666666,5.853333333333333,82.49346666666666,347.61353333333335,52.700066666666665,3.7172466666666666,3.38922,51.247719999999994,0.6265773333333333,0.06313933333333334,0.23,3.7740666666666667,2.4519066666666665,2,339.1250985333333
Double Cake Moist,Fujian cuisine,5.4750000000000005,0.0,0.0,3.3666666666666667,5.70925,0.09366666666666668,0.04041666666666666,0.8966666666666666,0.75,58.574999999999996,102.7,36.49166666666667,3.919166666666667,1.1139166666666667,0.77,0.4675,0.894,0.4083333333333334,0.9333333333333332,2.4916666666666667,3,769.8747666666667
Fan-Shaped Ice Fish,Anhui cuisine,43.28333333333333,0.284,0.0,108.41166666666668,2.2853499999999998,0.09785333333333333,0.21436333333333335,5.2492,3.56,43.053333333333335,172.78966666666668,30.299666666666667,0.9475333333333333,0.6359,36.933,0.05895333333333333,0.08801666666666667,29.825333333333333,1.8333333333333333,1.9333333333333333,3,193.41672499999996
Fried Rice with Pork Shreds and Pickled Mustard,Sichuan cuisine,8.0,9.7916,79.66,1.8,0.0,0.089225,0.12519,5.5136,0.9665,55.788,205.4595,77.527,6.74345,2.994275,2.77015,0.24599,1.77764,0.0,5.889427543804678,4.578922878098457,1,626.4339375
Clear Soup with Slippery Chicken Balls,Hunan cuisine,80.40333333333334,1.103,0.0,17.69333333333334,1.5925666666666665,0.21110333333333334,0.3172466666666667,10.348233333333333,0.5216666666666666,81.73933333333333,268.6768333333333,59.49733333333333,2.6058833333333333,2.1921066666666666,13.674133333333332,0.23331000000000002,0.1720533333333333,1.5083333333333335,1.3971666666666664,0.7186666666666667,5,224.44362533333333
Fermented Rice Steamed Duck,Jiangsu cuisine,0.225,1.93375,0.0,28.5375,0.2825,0.23033749999999997,0.49535,10.089,7.625,68.07,387.265,8.7375,5.232625,0.1136125,0.156,0.0073,0.0648375,0.4275,0.06,0.055,2,490.41694625
Spicy Beef,Fujian cuisine,5.4,0.625,0.0,48.0585,1.14253,0.02371,0.04134,1.072125,3.75,20.068,39.3795,13.174,1.43965,0.65271,1.64355,0.01869,0.056685,9.52125,1.29825,0.99625,3,123.5279865
Blanched Live Fish,Sichuan cuisine,83.175,2.225725,6.968333333333334,13.416666666666666,0.049999999999999996,0.0427625,0.11041083333333333,2.80435,2.509,40.33133333333333,311.8378333333333,31.791583333333335,1.172325,0.8927041666666667,6.6114,0.06484833333333333,0.0945275,6.395833333333333,1.436290675030592,1.1166898960180447,3,171.11298608333334
Wind-Cured Duck Tongue,Fujian cuisine,36.035000000000004,0.27225,0.0,10.705,0.45205,0.006995,0.068205,0.5774,0.375,8.6085,34.8585,7.9265,0.85105,0.46979,3.8503,0.011235,0.02307,0.3675,0.645,1.67425,3,136.423112
Hangzhou Dry Pepper Stir-Fried Cabbage,Zhejiang cuisine,0.049999999999999996,0.12666666666666668,0.0,142.9,1.0804500000000004,0.007033333333333333,0.02516666666666667,0.3819333333333333,0.0,2.986666666666667,12.748,0.363,0.6260666666666667,0.019850000000000003,0.026999999999999996,0.00509,0.008749999999999999,7.797,1.9479999999999997,1.7734999999999996,3,111.578345
Chen Family Spicy Tofu,Hunan cuisine,0.0,0.0,0.0,26.513333333333332,1.6151499999999999,0.049666666666666665,0.09549999999999999,3.4001333333333332,9.566666666666666,50.80833333333334,184.45833333333334,112.36500000000001,3.6351666666666667,1.08515,0.49733333333333335,0.032650000000000005,0.11213333333333332,3.3833333333333333,1.7146666666666668,2.8636666666666666,4,170.34366500000002
Peony Braised Vegetarian,Anhui cuisine,2.04,0.856,0.0,273.482,4.557533333333333,0.21613333333333332,0.16064,4.0653999999999995,15.46066666666667,34.18066666666667,128.41233333333335,31.601333333333333,1.2603,0.6206333333333334,0.576,0.045399999999999996,0.0736,3.8000000000000003,2.2920000000000003,2.754,5,313.5525446666666
Coin Meat,Fujian cuisine,22.939999999999998,0.0045,0.0,9.132402021298727,1.1884036083742544,0.01392122793721074,0.011492733441671824,0.22014970582947657,0.0,4.20970543231386,11.833872730562844,2.8429691752532684,0.500819288938085,0.18651944233917006,1.4301871322868456,0.021530437466291297,0.056689075257598066,0.04,0.005,0.005,5,252.28565324692704
Braised River Eel,Zhejiang cuisine,195.25,0.24550000000000002,0.0,13.46,7.71018,0.3026666666666667,0.4736,4.232,2.856666666666667,36.827333333333335,419.6556666666667,32.93633333333333,2.2690333333333332,3.3462033333333334,39.583333333333336,0.11685,0.3217433333333333,98.61666666666667,6.8586,2.2712,2,355.8169063333333
Small Stewed Meat,Shandong cuisine,0.0,0.07966666666666666,0.0,7.607500000000001,0.53715,0.009958333333333333,0.009866666666666668,0.10288333333333333,3.0408333333333335,10.316666666666666,9.716666666666667,4.2283333333333335,0.5546666666666666,0.07604999999999999,0.7971666666666667,0.012499999999999999,0.009875,0.33,0.86,0.8026666666666663,4,179.3651183333333
Stir-Fried Pork Heart with Green Peppers,Anhui cuisine,97.64666666666666,0.08666666666666667,0.0,16.006666666666668,1.3007333333333333,0.15343333333333334,0.3904,5.386333333333333,4.486666666666667,34.333333333333336,175.89633333333336,26.759666666666664,4.1699,1.5031166666666669,9.640333333333333,0.24510666666666667,0.13388333333333333,2.132,1.894666666666667,1.4413333333333334,5,404.08526666666666
Toona and Tofu Roll,Anhui cuisine,85.8,0.0,0.0,49.16,0.6353666666666666,0.035313333333333335,0.09225333333333334,1.9046,5.066666666666666,44.174,131.43566666666666,64.64266666666667,2.5193666666666665,0.9230266666666668,2.1732000000000005,0.03814,0.05858,1.3399999999999999,0.8033333333333333,1.4196666666666669,2,144.27760800000001
Eight-Treasure Pear Pot,Shandong cuisine,3.3000000000000003,0.6333333333333333,15.833333333333334,16.57,1.6805666666666665,0.04816666666666666,0.09549999999999999,0.6283333333333333,19.733333333333334,52.916666666666664,62.48333333333333,43.76333333333333,1.103,0.4766666666666666,1.01,0.16366666666666665,0.1379,0.0,0.41500000000000004,1.31,5,501.714775
Tomato Shrimp,Shandong cuisine,148.65,2.3926666666666665,0.0,8.308333333333334,4.332316666666666,0.11096666666666666,0.018800000000000004,1.3875,4.88,30.7,164.86633333333333,42.36966666666667,0.6987333333333333,1.2805333333333337,23.233333333333334,0.01119,0.02551666666666667,20.578,0.19999999999999998,0.2303333333333333,2,165.37366
Aged Preserved Radish Chicken,Fujian cuisine,128.33333333333334,1.95,0.0,30.166666666666668,2.942066666666667,0.13590000000000005,0.26543333333333335,15.2567,2.6666666666666665,28.508333333333336,327.875,50.46666666666667,1.7645,2.7933333333333334,20.7,0.0015999999999999999,0.014600000000000004,0.015,3.0060000000000002,1.5850000000000002,4,235.07322999999997
Red Palm in Clear Waves,Zhejiang cuisine,0.04125,0.04725,0.0,16.66834647165,1.4355664403605,0.0124589439355,0.010951249075,0.179579092435,11.7530436377,8.19814662625,8.8160274981,2.9048336707,0.31092407665,0.0806689180045,0.159961917435,0.0146115172665,0.0638210466415,6.76091401,1.945725,1.786487967,4,108.3886485082338
Winter Bamboo Shoots in Fermented Rice Sauce,Hunan cuisine,0.0,0.06,0.0,8.450000000000001,0.0,0.05433333333333334,0.0706,0.572,0.65,19.329999999999995,40.745,3.1333333333333333,0.1791666666666667,0.1939,0.006666666666666667,0.0426,0.05346666666666666,0.22,0.0,0.0,4,108.66852
Blanched King Oyster Mushrooms,Sichuan cuisine,0.0,1.7197333333333333,21.04,7.166666666666667,0.13433333333333333,0.03345,0.14339333333333334,3.7474000000000003,5.5776666666666666,15.725333333333333,253.093,11.138,0.8893,0.45554999999999995,1.9127666666666665,0.07806,0.06202666666666667,0.016666666666666666,1.1608578631221758,0.9025458906039487,3,105.971405
Kelp and Soybean Fish Clay Pot,Cantonese cuisine,7.5,1.71275,164.5575,0.0,0.0075,0.03578125,0.0402525,0.45795,1.352875,30.401,274.336125,28.40375,1.0252375,0.42038625,26.2233125,0.1269725,0.3319375,0.225,0.6502035173927982,0.5055214176701843,4,89.159338375
Seaweed Egg Drop Soup,Sichuan cuisine,257.4,2.8258,49.58,102.96,0.0,0.0572625,0.145395,0.2823,0.43325,34.384,115.53975,7.4885,2.309225,0.5603875,6.522075,0.112995,0.14292,0.0,0.6676162145850617,0.5190594732706694,3,75.05585875
Huangshan Stone Tip Bamboo Shoot,Anhui cuisine,148.275,0.5499999999999999,0.0,43.72,3.4742644922957133,0.8905760282858787,0.4391680507681133,7.391980332749349,1.5363417946855848,133.78026746571206,238.45611670212608,166.62645329068332,6.822406600616371,8.240299519166363,8.072333333333333,0.0346,0.07396666666666667,6.114348313832377,0.225,0.13476528224850262,1,520.3102638327007
Rock Sugar Stewed Soft-Shelled Turtle,Zhejiang cuisine,140.61666666666667,0.19333333333333336,0.0,202.48333333333332,4.659833333333333,0.11941666666666667,0.20708333333333337,4.6498333333333335,6.466666666666666,113.74166666666667,181.0,30.90833333333333,4.965,3.269083333333333,21.733333333333334,0.17966666666666664,0.24891666666666667,0.5499999999999999,0.0,0.049999999999999996,3,437.99538333333334
White Cut He Tian Chicken,Cantonese cuisine,174.9,2.1694666666666667,18.021666666666665,79.2,0.11333333333333334,0.08372916666666667,0.15007,9.2633,0.44658333333333333,18.2515,424.2005833333333,33.901833333333336,2.597558333333333,1.8433041666666667,19.554575,0.120345,0.12920333333333334,0.0,2.9378551300402234,2.284128969653598,3,291.64662125
Raw Mixed Radish Skin,Shandong cuisine,0.0,1.0575,0.0,7.5,0.31545,0.067625,0.064425,1.5936,24.0,62.37,82.14,34.565,0.6715,0.3615,0.70375,0.023025000000000004,0.025300000000000007,0.3825,0.4335,0.588,4,89.4260325
Lotus Flower Soup,Fujian cuisine,26.275000000000002,0.17916666666666667,0.0,21.613333333333333,0.8171666666666666,0.18316666666666667,0.08968333333333334,3.921583333333333,7.1866666666666665,26.944999999999997,183.20666666666668,48.86083333333334,1.414,0.821125,16.670833333333334,0.0412,0.028475,13.486666666666666,1.1666666666666667,2.1138333333333335,2,171.05229999999997
Sea Worm Jelly,Fujian cuisine,0.0,0.04,0.0,11.79225,0.09219,0.0194975,0.034705,0.230475,3.57025,20.4435,11.141,11.5755,2.275,0.21484,0.1151,0.058945,0.0939725,0.33,0.0,0.039599999999999996,5,84.0886845
Leek and Cream Abalone,Cantonese cuisine,94.38,2.3012799999999998,77.768,9.36,0.0,0.02952,0.144932,1.8870799999999999,3.6432,116.9384,148.60160000000002,32.3956,9.59936,0.91874,8.67472,0.396072,0.345612,0.0,0.07357472876884019,0.05720301443625403,3,60.50141599999999
Red-Braised Fish Tail,Anhui cuisine,87.63,0.013333333333333334,0.0,41.345,2.2579333333333333,0.026116666666666663,0.056049999999999996,2.2291999999999996,1.0333333333333334,25.296666666666667,141.47,26.901666666666667,1.022,0.7900999999999997,27.8595,0.05285,0.08355,0.33499999999999996,0.0,0.304,4,178.54973000000004
Seafood-soaked Stuffed Tofu,Cantonese cuisine,89.46066666666667,5.253513333333333,171.61749999999998,29.230333333333334,0.06365,0.14546316666666667,0.10016599999999999,2.34554,1.8141666666666667,85.26603333333334,358.4690166666667,60.42543333333333,4.23508,2.2124143333333333,9.532135,0.4267631666666667,0.47644783333333335,2.355,3.013354831985634,2.342828615749273,2,253.65591418333335
Candied Golden-Skin Banana,Fujian cuisine,0.0,0.0,21.0,3.0,7.527,0.055,0.13233333333333333,1.3643333333333334,11.0,16.066666666666666,47.416666666666664,39.06666666666667,0.9633333333333334,0.3506666666666667,1.0,0.17099999999999996,0.463,8.116666666666667,12.916666666666666,11.946666666666667,3,450.21226666666666
Oriole Welcoming Spring,Shandong cuisine,158.35,0.375,0.0,226.24,1.3682999999999998,0.261525,0.283775,3.175775,14.5,72.24375,180.89525,26.6265,3.890825,1.9316,11.4355,0.23682,0.254525,3.4085,7.52875,2.19275,2,597.726572
Clay Pot Wonton Chicken,Cantonese cuisine,159.825,3.950325,131.87,64.95,0.0,0.09534375,0.1603425,7.80145,5.384875,41.3585,407.952125,35.26275,2.7020875,1.78875625,16.8983625,0.1250425,0.2518425,0.0,2.642503797636808,2.054498676563144,2,315.881968125
Fried Oysters,Shandong cuisine,33.0,0.0,0.0,26.814999999999998,6.79135,0.0756,0.02215,0.663,0.0,15.225,56.348000000000006,13.583,1.1229,0.5998,0.01,0.27034,0.50565,0.132,0.049999999999999996,0.25,3,657.8714
Braised Wheat Gluten in Oil,Jiangsu cuisine,0.0,0.0045,0.0,0.021500000000000002,2.4591366666666663,0.07027098068566183,0.08989333333333333,2.154472427571232,0.27416666666666667,54.1644758570773,126.7582990342831,68.05485664332873,4.7006897102849265,2.036446508490273,0.3149414252374397,0.4347356376951594,1.2690484215757514,0.03,1.854,2.182,2,297.6074714421547
Seafood with Sweet Pepper,Fujian cuisine,157.6,0.8111666666666667,0.0,151.02533333333335,4.394946666666667,0.07255333333333333,0.45631,4.190633333333333,88.80533333333334,141.79333333333332,324.702,65.92066666666666,3.4468,2.69962,41.744033333333334,0.5431933333333333,0.32031000000000004,7.553333333333334,0.21666666666666667,0.25333333333333335,4,191.18565999999998
Crab Braised Meatballs,Anhui cuisine,47.18333333333334,0.02666666666666667,0.0,402.435,3.778329635004317,0.06277307476600066,0.19516495223177932,3.9985903769247066,42.00666666666667,290.09338558394353,170.22024401028088,59.393733908691836,4.499157555641647,2.2367979720547115,24.222068016555664,1.0259509387328893,0.7060057954282274,0.29954972528465823,0.13762191805915167,0.21362191805915165,2,274.22751076088065
Braised Vegetarian Chicken,Zhejiang cuisine,0.041666666666666664,0.013333333333333334,0.0,15.483166666666667,21.246866666666666,0.025881833333333337,0.037365666666666665,0.48625333333333337,0.8666666666666667,374.6141333333333,211.85796666666667,71.74953333333333,6.383265000000001,2.0486295,7.876706666666667,0.3227946666666666,1.3162368333333332,6.390000000000001,3.7875,9.540166666666666,2,263.60102285
Stir-fried Charcoal-grilled Pork,Sichuan cuisine,60.0,1.654125,4.675,34.375,0.375,0.171075,0.1269875,2.8005,17.49375,8.46,188.05375,14.61875,1.51625,1.6282,9.100125,0.06455,0.1207125,0.0625,5.603481942253667,4.356605369801598,2,351.7596025
Egret Island Smoked Red,Fujian cuisine,196.21666666666667,0.13485000000000003,0.0,16.198,1.2457883333333333,0.016256666666666666,0.08034666666666666,1.8027833333333334,0.133,70.71933333333332,236.208,46.780166666666666,1.8831499999999999,2.4848316666666665,34.369366666666664,0.37088666666666664,0.20113,0.0,0.3839666666666666,0.5354333333333333,4,132.23077316666667
Surplus Jadeite Balls,Shandong cuisine,0.0,1.612,0.0,278.42,3.92795,0.10075,0.28135000000000004,0.9,46.78,94.1025,30.56025,79.444,2.145575,0.903075,0.5,0.00117,0.0114,1.231,0.564,0.963,5,132.71909
Shenhu Fish Balls,Fujian cuisine,12.75,0.65,0.0,5.26,0.29783333333333334,0.13729,0.16872666666666666,9.302133333333334,3.283333333333333,139.50199999999998,516.7203333333333,45.638,2.6252666666666666,1.9137966666666666,2.7809333333333335,0.3348533333333333,0.021923333333333333,14.736666666666666,0.2416666666666667,0.10166666666666667,4,289.1942223333333
Clam and Pork Tripe Soup,Fujian cuisine,219.24,0.0,106.56666666666666,28.703333333333333,1.3069,0.10483333333333333,0.22729999999999997,4.229,8.28,69.17666666666666,178.46666666666667,46.23333333333333,6.677666666666667,2.8480666666666665,33.464999999999996,0.14809999999999998,0.3328,0.0,1.7670000000000001,0.54,4,140.50937466666662
Lotus Leaf Steamed Rice Flour Chicken,Jiangsu cuisine,128.0,2.0410222753360157,0.0,32.6615069482444,1.7289708533439851,0.985564081179341,0.5116382678358623,13.958865406465456,2.0980782986198503,26.955438017390275,363.2576355910093,56.35454745819413,2.777831512487108,4.44242991893056,21.555200000000003,0.013426442276567708,0.08625511776167714,0.03,6.91416216246511,2.0374996169873216,2,453.16874822270137
Twice-cooked Vegetarian Slices,Cantonese cuisine,1.25,4.66555,0.0,0.0,0.0075,0.077595,0.080215,0.56705,0.025,247.6505,240.24,65.019,4.674,2.239665,0.7525,0.66064,2.187675,1.72375,1.038273157906918,0.8072385102108305,4,196.5835945
Three Delicacies Sea Cucumber,Zhejiang cuisine,98.21666666666665,0.3808442989333333,0.0,27.04145852933333,5.381833333333333,0.12910485201666666,0.13237206696333334,3.8841666666666668,1.0890460973333334,295.71856089566666,129.306702331,164.5,13.6852250611,1.1478333333333333,68.65833333333333,0.064,0.8052666666666667,4.326666666666667,0.26666666666666666,1.4726666666666663,2,222.97810435483268
Five-Color Eel Paste,Zhejiang cuisine,54.66,0.0655,0.0,27.055999999999997,2.92885,0.082314,0.359786,2.81888,1.19,18.2962,111.20119999999999,12.330800000000002,1.35236,0.8956580000000001,12.297560000000004,0.038832,0.812964,0.48,0.669,0.7839999999999999,5,150.6461454
Dry-Braised Pork,Fujian cuisine,89.41666666666667,1.2,0.0,12.340000000000002,1.0471833333333336,0.6442833333333333,0.2484333333333333,3.8937666666666666,0.034999999999999996,10.835,275.5183333333333,22.891666666666666,0.9158333333333334,4.844233333333333,9.5855,0.015783333333333333,0.033383333333333334,13.0685,13.149833333333333,4.129166666666666,1,385.42653666666666
Hangzhou Eight Delicacies,Zhejiang cuisine,41.11,1.57,0.0,12.118,0.39232,0.02382,0.10016,2.31695,1.8,14.681,75.0015,14.3895,1.11165,1.032545,4.6552999999999995,0.0279,0.022695,0.38,0.2928,0.0884,4,122.091955
Yueliang Dried Meat,Anhui cuisine,8.5,0.41783333333333333,0.0,7.3,2.0545533333333332,0.023986666666666667,0.025399999999999995,1.1603,2.4499999999999997,13.650666666666671,34.373333333333335,8.683333333333334,0.7524666666666667,0.3129133333333333,1.6287666666666667,0.01866,0.07433666666666668,9.518600000000001,2.6384,2.4161333333333332,4,239.24043399999996
Sparerib and Yellow Sprout Soup,Hunan cuisine,62.0,0.06683333333333334,0.0,18.745638448575964,0.41881666666666667,0.9901440793705171,0.3486238306914557,8.226714920743673,3.6333333333333333,73.12079435638186,434.82331464884004,132.80250547510562,19.194697654870794,4.145446862508177,15.03968522091773,0.6091104303544307,1.0441554374375006,5.22,1.945,1.1961666666666666,3,342.58004339624534
Meiling Heart of Cabbage,Jiangsu cuisine,23.2,0.37833333333333335,4050.2000000000003,680.5258333333334,1.4931666666666665,0.1691408497555921,0.21983333333333333,3.354319853250137,278.0991666666667,329.7445827609155,191.05989454442215,36.803663991780034,4.901551696659973,0.9590101651338393,3.1438439552782342,0.040522772498124,0.03680878336975057,5.0654904922713735,0.2856666666666667,0.9923333333333333,5,126.80891902616753
Stir-Fried Chicken Slices,Fujian cuisine,60.88333333333333,0.8889166666666667,0.0,31.06833333333333,1.0231666666666668,0.08003333333333333,0.20832499999999998,7.538666666666667,3.9116666666666666,19.8275,162.02416666666667,25.4875,1.34725,1.2740333333333334,9.336666666666668,0.00095,0.005908333333333334,0.37833333333333335,1.0,1.6868333333333332,5,155.8058925
Crucian Carp with Fermented Bean Sauce,Sichuan cuisine,81.89999999999999,2.21965,23.55666666666667,10.71,0.0,0.039933333333333335,0.09681833333333334,1.9639,0.6735000000000001,60.568666666666665,270.9355,37.332166666666666,2.985133333333333,1.4800000000000002,10.017516666666667,0.12122666666666666,0.40800166666666665,0.0,1.5174503217624655,1.1797900463187119,2,198.63927333333334
Minced Chicken with Heart of Cabbage,Zhejiang cuisine,32.15,2.2311666666666667,0.0,433.43833333333333,1.364183333333333,0.13841666666666666,0.46490000000000004,4.4725,104.73333333333333,210.0666666666667,149.03666666666666,13.573333333333332,1.4483333333333333,0.6737500000000001,4.491666666666666,0.01475,0.053116666666666666,1.1533333333333333,0.49333333333333335,0.1691666666666667,3,142.04088666666667
Jinan Spiced Chicken,Shandong cuisine,166.66666666666666,0.03426666666666667,0.0,50.35116666666667,0.3154033333333333,0.188585,0.4261266666666667,10.880893333333333,2.1101666666666667,19.098,236.609,40.47533333333333,1.5965,1.88005,20.0842,0.09628333333333333,0.029021666666666668,14.434833333333332,10.696066666666667,4.351666666666667,1,341.23017866666663
Corn with Sea Clam,Fujian cuisine,49.120000000000005,0.08783333333333333,0.0,6.201666666666667,1.3188166666666663,0.08220000000000001,0.03955,0.6993333333333333,1.0,46.181666666666665,106.568,36.361333333333334,1.9549,1.5035,21.72066666666667,0.31319,0.3682666666666667,0.29866666666666664,0.049999999999999996,0.25,2,234.4689583333333
Stir-fried Celery with Ham,Cantonese cuisine,40.0,4.2808,53.76833333333334,15.333333333333334,0.0,0.104065,0.09098166666666667,3.1748,8.2135,48.42416666666667,183.48566666666667,16.018666666666665,1.6401166666666667,1.0940383333333334,1.41575,0.11437666666666667,0.23661333333333334,0.0,3.274116411309992,2.5455660044711044,2,220.794892
Stuffed Spare Ribs,Anhui cuisine,95.2,0.0,0.0,4.315,0.5159333333333334,1.4124499999999998,0.36395,11.3072,0.2783333333333333,15.883333333333333,345.61833333333334,38.525,1.2703333333333333,2.763083333333333,21.186,0.052199999999999996,0.06405,7.515000000000001,1.95,0.9033333333333333,4,276.06013666666666
Pipa Shrimps in Chicken Sauce,Jiangsu cuisine,111.29166666666667,1.9911666666666665,0.0,9.325000000000001,3.42025,0.10665000000000001,0.24219999999999997,3.0368333333333335,2.066666666666667,70.18166666666666,152.83483333333334,33.742333333333335,0.8976166666666666,1.039366666666667,16.848333333333333,0.02093666666666667,0.03828333333333333,18.099333333333334,0.2233333333333333,0.8571666666666666,3,180.83098499999997
Pouch-Shaped Crucian Carp,Jiangsu cuisine,131.17000000000002,1.3636,0.0,47.214999999999996,4.327109999999999,0.67482,0.21398,3.4534,4.434,123.65299999999999,216.10549999999998,36.421,2.9583500000000003,2.5665500000000003,4.5,0.08343,0.11629,0.27599999999999997,1.94,1.893,2,646.1814320000001
